NU_INSCRICAO,NU_NOTA_MT
281fdf12804aeed37efddf06d2f156149fa25757,498.3999999999988
b0bd0c8160b84d218958b30bfa84d36ae2eecc1d,583.0999999999988
6e91321e228d6d4dd87f9730a6551d72b33931ee,397.1999999999991
b96064b65630b4832f20c47ce3b7ed5f9be9a052,433.2999999999986
9b11807d3cd299ae7c4673b996efde237367869f,432.499999999999
38a2d03c567e15017340fc668151031745829f6f,436.6999999999991
18130c488765f063eceb9fedfe87e7cdf2fbdb0d,501.09999999999883
ffd73716669770ef69fb5db55c040b4bf9ca8876,489.9999999999987
a7ac1df6dd2c56c6de9223a7d79b2e9d2a0a054a,600.999999999999
6583c26f055db28ad39587d7222d4bb841e8ea67,416.19999999999857
3ace49b9611aa1c405b2c02d2a901e6b444a7b01,441.299999999999
16397992b0106ec27c19b528b0e054cd177ebc22,568.2999999999986
172c3201202c7da0b9a8233e72fde6d0c6f8d388,441.9999999999989
6c6b6f825e9bca4c092d2e3dabe056ec8300d921,579.5999999999987
1653a4b2843735e9649b54a57c6146d3c8c2a5a4,562.8999999999985
683d4874912f09abdb539e4d53f4c466a7b22bec,410.8999999999988
122a1a72a6a33b5d34af8c204b089e6eb3a6ffc7,396.99999999999875
467224cc802895d7c56ddade42b895a4f9feb351,483.8999999999992
3450b511f871652abae2d58183296f0e72276a87,437.89999999999935
301cc8580119bd31cc5049ce7de3950bf7359f53,442.1999999999991
5248eefa83d58fc32e6cba6e47cd80ccb3b0b64b,369.099999999999
b7768c154de5b67a043e4b97c2b0f82d06830f71,500.2999999999988
77328cba4cf800777d4469e48a0cc95fa1f09d4b,390.7999999999987
48567b1c49438b0b24e7e338372e08c6b9f09818,447.1999999999987
09c63fa60a00172475617c0c671b9cc60f149dcf,542.7999999999989
a27083eeb56a694649973eb5643a4fbbf14f8498,540.0999999999988
3188528b46d4a71ea6646dbd6b682c81f1e02d55,386.59999999999866
7528625c7695f25665da7eff0a75b2e42fe25d51,447.3999999999987
b51c926e18c5c6988c59600cef4d26967affc458,567.0999999999988
12d0990f4718a2770122a0c0ad754743534aa366,462.699999999999
5d4acf7f9c77080ae06cea9799cc101ede20861d,409.19999999999897
170ed1f90204a83c85b49070b17abb6a1ce22e6c,499.499999999999
b70538f08ddf1a96542d714a6806b352b30fd85e,479.49999999999875
ea3c720e2731002536b9dd7eaea2a303b6435d8d,397.79999999999905
460a86304849bff208ecc8a01cacef1de540f316,433.6999999999987
6e1f374a558d68ad09fcd01691e491abb27ece03,593.7999999999986
90760abd71b9ca614141f9f693db3a7447a3dc08,447.49999999999864
ead58f335570b8888edc510f4bf92953783bbda1,440.09999999999883
726cbea60b4782b3c3d7d24e3be16d48a84f4f1b,385.0999999999987
0e6b6abfde009866bf29522e6b259475b73ecb1e,572.1999999999983
903f01fb1f4091b983ec30d668b8ac4e3619b37b,446.3999999999987
08de7daf059f3d2464a6654f29757bc6d742f85b,364.5999999999992
d0d46be0bccba21473f35ad8cc0d89655492cbbf,483.8999999999986
aab19c63284de92d62c46216ac158870828324c5,531.6999999999989
f2ac3ed61e3e4761194e1730fb0663d2c7b89199,557.8999999999986
34368facff58fa65b7a8a98ab6d194eed27c6888,503.8999999999986
f829a8274c3a363c4c66810773993495b85ca03b,595.1999999999988
c775775f0d4036c7dbb88e310018eedbb946a021,382.199999999999
0753fb1c8fde85c5d77b94100e6f998ea604561f,506.99999999999903
a3c81deb318c4c5bbbf2fda4910a415a59389e65,532.8999999999985
b250c9d9d3f9e4d1e3c8ced8b9f6e0de0784e336,449.999999999999
30edcfb2fedc1ac7f8d7da9d2005648ed3c759c0,423.79999999999876
dbb64303619086dd97eb44f0617d393079fe5bd9,502.8999999999984
865bbf6fa8684f00f8118c42b0aac3d12b36a58b,450.5999999999989
c496a52296bd52d834abd5f43e9525da7d0f3552,399.1999999999988
6ba74fced984a322a06c60b5bf892c85457dde3f,399.99999999999886
5b25987155f88f3faae720d81dc2bc0581f5b7ab,543.0999999999987
6c9962b432e40191491d7e241f2650a52c2ca314,394.8999999999989
7beb78f667f6db992cebc1c3f69b0a2b0c55bde3,496.0999999999988
ce68229bcbb485d2c7279f0b8d58a97cc66b3ff1,388.69999999999885
8bb1dde7074b45aaa6e0f52a92f0a0f555d2cc58,505.39999999999884
dbc11305ccaac7ef6665c2288f7aee4f55097da6,379.69999999999874
fc83d67be6e9ff7cad6a5880e7fe7677c663d03c,502.1999999999988
5baffae676db9745909c63c78cbed1ffa2c59388,407.599999999999
cb4b129f1c71091dc24fa5b869487e22951dd5da,450.19999999999885
6a54a45c3a5752ac47c80a37bba1519d4417fbd5,421.0999999999987
5fc92d86f20d9c07b52528e5b7c52ab0634ec9b6,410.8999999999986
e43d38f6c5ef4b55bce2c20845038520151c82f7,415.1999999999989
695da51f9d0b2180555486f36e73da51db3b8740,475.8999999999988
d495216a1ae9d009143f93fe516ca90b043cfe9c,398.29999999999876
29175318e03e967d7db83010ffc193639e75fb60,443.8999999999987
9544b8ad1230e31ccfdecb9e3fd8464a8b86a2e6,418.1999999999991
6e27fbdbe1c3535d01606cebf23168cbc867284a,388.79999999999853
0912901a9cf2c28f2f001c8b07b0b6745cfeef73,383.0999999999986
a046d5f1275b3d7c4c80de122f5783110bb139de,542.7999999999988
ac30e056ebf05c2d64f1827a7df1621f05ae2f49,469.19999999999914
0013741ec1dc7e4c3b5baf73f61a47d7585292d9,510.8999999999989
2e26d17bc182aacfaeed3b12f1a66feb40d4f96e,464.1999999999986
6dd26d0500fac7c3b12384dc9790d56647196ade,414.8999999999989
367a987b5a240cb3cd1ba4302f32f1e9adf75129,417.89999999999924
71b69bc0230f1d10277c460ca6226d6886d0799a,570.8999999999988
951544af1d2cc99f72def1e5050a514a7d869da7,412.5999999999991
71b6c0ff2cf1ea9e3dca0f24e45d2224fdc718f2,391.09999999999883
c063002d93b60b03895b07efdfb49981c0aa74cf,530.5999999999988
c9c74863e650894c407ecff2e859d545add51127,441.399999999999
5a620d93a07732b713ce1c5f8b1207fe4ddc2db5,433.99999999999903
c72b158cced5274845a6dd714599314634bb6c48,383.09999999999894
f34a161eeb0416fc4b417e93ce97909636c524a9,626.1999999999985
9ed6c9c343caea90c23c8852d6a1d36e231bbc7c,435.1999999999989
2689bd93b7eeaf6477323172ff564376bbb01a61,441.79999999999893
06dcdcbccf054a131e22e893c4ef13c5c55e95c6,513.8999999999985
d0dde3b886beb447747030ffc5e4df503c77ea06,414.3999999999987
d241980523994e8163acc9fa7535cb8a2f4581c2,408.59999999999906
c0c1b0a9bb9f86fe701ea75200255f2841612546,486.29999999999853
1dcf3e435f6781415282f87c5aa126be69fc8370,501.9999999999987
f011c4b90ed283985dfb7970cf469c169981545b,491.69999999999874
2dc8d7a62f3cf7e88d740a13378b5f03592da235,532.6999999999989
28b79219833b86a583f6f39b6c18ef47e60a4938,478.79999999999905
964348513599cff01cda30441227c8fb7aaa3918,446.69999999999874
338916b4c428b53df39d8903eb484c026fab0fab,397.0999999999991
f7fe5ca92fc675604a80acb04247d1ec2d40e066,505.2999999999988
18a653046a82a4c5cafbb1bcd27cb5b0f8875292,473.79999999999853
62d2c02c9dd4acf91ae91dfd8fa781203bc9fc2f,405.89999999999884
978de2f730ba3896d05e7a686c947f31f7302c24,416.6999999999992
c23027593c25c62587d6fc1bf61120f8d76ed0d3,451.09999999999894
03bff6d8599a17ba9c58824ed92d39e952eef74f,446.69999999999897
bb810952683d7e2fecfa039b94ac594ccbda5675,576.8999999999986
5888d7dc571177d09f7d9905011111d23aa7c18f,495.0999999999992
b769873bf7302f71a910cdee975c47dbfdee20c0,441.1999999999991
bd4c79dfc40fa855043cfab3232f55d52ea2ca98,479.6999999999988
f6ec931c0e86421b1c4c8bdc02d77ae435c1b0d9,460.69999999999914
816f7ef9ce56868b36b8cca7e59f674a9c4154b5,601.4999999999984
18c844146b8b51bbcee016bec5432bf20aee54bc,395.8999999999991
7890f3989b198da9e6c8587025e413ddf77285af,391.2999999999988
529a467e583579ae150d41d211c16e227df93fe5,398.499999999999
5f94bb6593b4ee1520976f24492fd47601bfd102,463.6999999999986
e68a3d79c4b28e3e2cad8acc53316d7448c329db,568.8999999999986
1468ee2dec3aecc3756da26170e8b43b92381a28,470.2999999999987
dff569ad73733692cbf1ab607b81063eff0e861d,428.4999999999989
f232caaa870c76363a015d9078745b4b1f1cb4be,437.699999999999
d02d1db77d51310743cab6d5293f957bc42c302d,513.6999999999988
3647197d7dea6d9ff3aaa235df84f213f13fe0bb,455.59999999999883
32fcf6f6c4bd90ab814718dc76d38c67d02f0665,438.4999999999986
593e88a3d0394a73e593bc0c650041dac6119f9a,478.19999999999874
b59d940982d28fdb23e0227396a8dcb4b4d8b196,510.49999999999903
746c5e374ca5dc5e24798770ce0c721d883652a4,424.29999999999916
bcce6132b635671074348b3b2cd215a676bf06c2,477.7999999999987
7caf53e4bd0d5c6478d3b3aaafc4fa1ea5c19a4e,491.09999999999883
9faeb60bc20c461708bc4a60929bc132c25d7e06,409.29999999999905
827f8adf620e440e9b5c10e965d0bcb9ca3f2515,395.29999999999893
d03d7e7f8c5770aa0282d22e12195f2b87c7ba35,383.09999999999894
9669ce86236c3fc9486656a256ed8f6e1b879e16,502.0999999999988
2693bf66285d68e41db3b23f6362da5d36824f60,424.09999999999883
6e7b038e1674189f078a141b93694e48a883f930,457.4999999999988
c24fee75512e4663c32d2dc4446d160b0f422dd6,456.8999999999986
bf1d7b7e09e8e83a7ab98bfaa3bc6a80c2d8b791,555.5999999999988
b20c7d2b591f74f678ddd9afcee58edf1e93c159,424.4999999999989
d63de32abdd73ee99e627bacf2880ab6c1108873,612.8999999999987
52db0d4af401da9cb2f1c8fb7c0045ed0df42c45,426.0999999999987
82ebe9dcd22506cdff1cb71b70938d48896f9e4c,451.59999999999906
28717e5b83981e57fd84c980c8d5186c67246615,408.0999999999989
478a9061bab1a42882f5aa2cb59d0f5c5247fb1c,488.89999999999856
ed3238736f06e16b43a5f917369acfe02eb0446e,594.9999999999987
d441048d32e09849c74fcaed7ca1ef6d7fce35f9,488.5999999999994
022b5863816f22ed5ed27c9ab648918dc471bd68,413.19999999999874
c3fa7f85609c5ab50f3f5959950b12b0eb77f7b6,411.09999999999883
